DRG,DRG_Cost_FFyear2012,DRG_Cost_FFyear2013,DRG_Cost_FFyear2014,DRG_Cost_FFyear2015,DRG_Cost_FFyear2016,DRG_Cost_FFyear2017,DRG_Cost_FFyear2018,DRG_Cost_FFyear2019,_2012_costweight,_2012_average_total,_2013_costweight,_2013_average_total,_2014_costweight,_2014_average_total,_2015_costweight,_2015_average_total,_2012_private,_2012_paed,_2013_private,_2013_paed,_2014_private,_2014_paed,_2015_private,_2015_paed,_2016_private,_2016_paed,ave_charge_1112,ave_charge_1213,ave_charge_1314,ave_charge_1415,ave_charge_1516,ave_charge_1617,ave_charge_1718,ave_charge_1819
X60B,2264,2229,2275,2087,2020,2055.475747,1327.598606,1303.445609,0,2264,0,2229,0,2275,0,2087,0.15,1.37,0.17,1.74,0.72,1.14,0.13,1.34,0.15,1.28,2423,2570,2514,2446,2893.62,2116.16,3176.83,3009.92
X61A,,,,3513,3551,4017.018456,3198.371587,3445.744466,,,,,,,1,3513,0.11,1.35,0.09,1.31,,,,,,,,,,3364,,2771.69,,
X61B,,,,1392,1335,1384.477805,807.0367572,853.5885112,,,,,,,0,1392,0.09,1.11,0.13,1.2,,,,,,,,,,1198,,1253.85,,
X61Z,1707,1783,1797,2453,2443,2679.2,2893.4,3107.6,0,1707,0,1783,0,1797,,,,,,,0.73,0.8,0.13,0.86,0.15,1,1091,1175,1188,,1787.91,,2322.99,1970.99
X62A,8296,8534,8533,8992,8934,7085.968194,6442.411449,7239.519612,2,8296,2,8534,2,8533,2,8992,0.08,1.32,0.07,1.47,0.79,1.2,0.09,1.15,0.1,1.13,3995,4634,5243,5583,6577,6338.87,6993.08,6338.15
X62B,2935,3015,3083,2635,2715,2244.658717,1662.995683,1683.100161,1,2935,1,3015,1,3083,1,2635,0.09,1.17,0.09,1.19,0.81,1,0.08,1.25,0.09,1.13,1462,1403,1535,1843,2664.21,2403.36,2829.39,2584.95
X63A,7861,7924,7579,7616,7951,8084.948362,7212.958334,7438.522915,2,7861,2,7924,2,7579,2,7616,0.1,1.35,0.13,1.44,0.76,1.59,0.12,1.41,0.13,1.49,3921,4835,5080,4462,6114.93,4875.72,6772.65,6875.65
X63B,3235,2997,3053,2768,2720,2778.747719,2400.890751,2460.260587,1,3235,1,2997,1,3053,1,2768,0.09,1,0.12,1.05,0.75,1.07,0.1,1,0.11,0.95,1700,1738,1848,1873,2256.9,1997.7,2462.78,2501.24
X64A,6417,7963,7800,8439,8343,8375.538304,7732.836881,8698.617304,1,6417,2,7963,2,7800,2,8439,0.1,1.46,0.11,1.4,0.83,1,0.1,1,0.14,1,,3204,4793,5965,7793.7,7441.53,8047.9,8352.94
X64B,2079,2149,2222,2156,2055,2875.679564,2203.187751,2220.036773,0,2079,0,2149,0,2222,0,2156,0.13,1.25,0.12,1.23,0.76,1.08,0.09,1.13,0.15,1.11,1274,1006,1438,1520,1872.11,1445,2784.74,2631.46
X64C,,,,,,1723.269515,1061.761623,1043.10012,,,,,,,,,,,,,,,,,,,,,,,,,,
Y01Z,150147,172335,186132,207217,213576,266556.1095,247808.7988,234867.3692,31,150147,35,172335,37,186132,41,207217,0.06,1,0.07,1,0.8,1,0.06,1,0.05,1,,,,,,,,
Y02A,31343,31404,34154,44175,46014,45512.12126,53699.57365,57211.43507,7,31343,6,31404,7,34154,9,44175,0.05,1,0.06,1,0.77,1.26,0.05,1.05,0.04,1,8158,13438,10543,,13394.5,,,13015.53
Y02B,10531,9230,14234,15389,16508,17350.03011,21575.14629,21802.87449,2,10531,2,9230,3,14234,3,15389,0.05,1,0.06,1,0.83,0.8,0.05,1.11,0.03,1.1,3616,3908,,5290,5370.74,7000.85,,
Y02C,,,6648,5859,6038,7003.835758,9274.120807,9812.4522,,,,,1,6648,1,5859,0.06,0.92,0.07,1,,,0.06,0.88,0.09,0.94,,,4839,4988,,6216.71,6536.21,4721.07
Y03A,,,,10819,11774,14224.31563,11679.57192,12502.35003,,,,,,,2,10819,0.07,1.16,0.07,1.1,,,,,,,,,,3921,,4345.04,,
Y03B,,,,5787,5858,4760.041144,4565.324187,4982.039841,,,,,,,1,5787,0.09,1,0.08,1.06,,,,,,,,,,2392,,3800.32,,
Y03Z,8887,8451,7923,8303,8816,8389,8360,8331,2,8887,2,8451,2,7923,,,,,,,0.82,0.91,0.07,0.94,0.15,0.91,2727,3167,2907,,2445.44,,3686.66,4198.18
Y60Z,2270,2715,3034,3558,2919,3674.805462,3652.370463,3473.76473,0,2270,1,2715,1,3034,1,3558,0.04,1,0.04,1,0.8,1,0.03,1,0.04,1,,,,,,,,
Y61Z,5458,5401,7124,6013,7450,5986.481821,6924.074464,6482.7161,1,5458,1,5401,1,7124,1,6013,0.06,1.15,0.04,1.29,0.8,0.87,0.03,0.88,0.04,1,,,,,6590.42,1536.04,2563.79,11264.96
Y62A,7760,7278,8522,7077,7663,7144.803937,7901.918619,9453.473134,2,7760,1,7278,2,8522,1,7077,0.04,1.23,0.02,1.26,0.8,1.36,0.03,1.5,0.04,1.45,4834,4050,6327,6485,9116.26,4463.64,10819.05,8627.05
Y62B,2714,2808,4067,2580,2539,2926.853886,2531.644282,3209.384866,1,2714,1,2808,1,4067,1,2580,0.04,1.27,0.05,1.49,0.81,1,0.02,1.38,0.03,1.4,2440,2278,2068,2580,1820.36,1840.66,4049.99,6416.25
Y62C,1119,1119,1119,1119,1119,,,,,,,,0,1119,,,,,,,,,0.03,1.11,0.04,1.48,,,,,,,172.44,166.91
Z01A,7865,7781,8571,11422,13464,18814.4874,16476.6732,17204.5643,2,7865,2,7781,2,8571,2,11422,0.13,0.8,0.22,0.8,0.72,1.38,0.26,1,0.17,0.84,2798,3690,5931,6830,3147.05,5912.96,5629.07,5473.25
Z01B,3089,3142,2357,3346,3513,3808.465429,3939.275583,4089.604004,1,3089,1,3142,0,2357,1,3346,0.38,0.93,0.38,1,0.67,1,0.46,1.07,0.44,1,1704,1977,1347,2142,2350,2300.81,1657.99,1703.93
Z40Z,1209,1215,1235,1283,1342,1611.737676,1637.106731,1703.134714,0,1209,0,1215,0,1235,0,1283,0.41,1.36,0.45,1.59,0.67,1.27,0.36,1.29,0.35,1.27,694,741,760,789,799.04,828.96,847.54,870.73
Z60A,10470,8150,8295,9160,8072.5,54444.93839,,,2,10470,2,8150,,,2,9160,1,1,,,0.92,1,,,,,12483,13262,772,5822,,,,
Z60B,14052,7655,8295,7359,4480.5,10768.01223,,,3,14052,2,7655,,,1,7359,1,1,,,0.92,1,,,,,8127,8293,772,1466,9636.42,356.2,,
Z60C,1736,2463,8295,8260,11539.5,,,,0,1736,1,2463,,,,,,,,,0.92,1,,,,,236,247,772,418,195.06,,,
Z60Z,8752.666667,6089.333333,8295,8259.666667,8030.833333,8103.5,8176.166666,8248.833333,,,,,2,8295,,,,,,,,,0.03,1,0.04,1,,,2317,,,,2056.89,286.83
Z61A,5146,5392,5532,7992,8219,7189.541286,7366.27263,7587.424481,1,5146,1,5392,1,5532,2,7992,0.09,1.35,0.09,1.26,0.77,0.94,0.12,1,0.1,1,3123,3259,3177,4914,3883.54,4332.65,4164.53,4252.92
Z61B,1065,1183,1185,3105,3139,2249.168435,1948.76686,1993.110569,0,1065,0,1183,0,1185,1,3105,0.12,1.36,0.13,1.4,0.65,0.88,0.19,0.85,0.18,0.8,564,700,691,2461,422.31,1791.91,351.08,454.13
Z61C,,,,1841,1918,,,,,,,,,,0,1841,0.14,0.93,0.18,1,,,,,,,,,,1872,,1328.49,,
Z63A,12608,11946,12490,9489,10505,10894.05302,10801.67758,11003.0631,3,12608,2,11946,3,12490,2,9489,0.09,1.57,0.1,1.89,0.86,1,0.08,1,0.11,1,7537,7775,8033,6449,8420.39,6546.55,8589.31,8811.87
Z63B,5375,4990,5088,3548,3387,4057.034911,4541.555637,4706.361069,1,5375,1,4990,1,5088,1,3548,0.19,0.8,0.16,0.84,0.79,1.18,0.12,1.18,0.17,1,3146,3148,3435,2417,3569.44,2431.03,3860.1,3739.84
Z64A,4570,4864,4875,3351,3642,3940.965665,4573.746653,4632.698851,1,4570,1,4864,1,4875,1,3351,0.14,1.13,0.18,1.09,0.79,1,0.17,1.58,0.07,1,2272,1984,1934,1626,3646.1,1622.81,3216.35,3065.64
Z64B,1112,1147,1266,1541,1640,1595.93765,1593.601441,1682.271909,0,1112,0,1147,0,1266,0,1541,0.53,1.07,0.56,1.12,0.74,0.81,0.39,0.8,0.59,0.8,418,461,475,561,521.96,559.57,595.39,619.82
Z65Z,4984,4007,5941,4723,4494,9035.673121,5438.35825,6340.747164,1,4984,1,4007,1,5941,1,4723,0.16,1,0.09,1,0.8,1,0.2,1.22,0.2,1,3714,2975,1937,2767,809.26,1506.88,1239.96,906.24
Z66Z,,,2826,2341,2437,2304.15241,2836.513466,2700.392122,,,,,1,2826,0,2341,0.08,1.16,0.24,1,,,0.08,1.79,0.09,1.47,,,1171,823,,734.82,939.36,1130.83
